Relation_Type	Source_ID	Target_ID	Active	Sort_Order	Notes
ITEM_CONTAINER	item:object:blackpowder-rifle	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blackpowder-rifle	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blackpowder-rifle	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blanket	container:bundle	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blanket	container:sack	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blanket	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blessed-stake	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blessed-stake	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:block-and-tackle	container:crate	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:block-and-tackle	container:cart	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blowgun	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blowgun	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blowgun-needles	container:crossbow-bolt-case	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blowgun-needles	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blowgun-needles	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-exandria	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-exandria	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-exandria	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-grim-hollow	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-grim-hollow	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-grim-hollow	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-bullets	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-bullets	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-hand	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:blunderbuss-hand	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bolt	container:crossbow-bolt-case	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bolt	container:quiver	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bolt	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:book	container:satchel	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:book	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:book	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:boomerang	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:boomerang	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:boots	container:bundle	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:boots	container:sack	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:boots	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:boots	container:crate	1	4.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:breastplate	container:chest	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:breastplate	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:breastplate	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:brewer-s-supplies	container:tool-roll	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:brewer-s-supplies	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:brewer-s-supplies	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:buckler-grim-hollow	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:buckler-grim-hollow	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:buckler-grim-hollow	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bullet	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bullet	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bullets-modern	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bullets-modern	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bullets-renaissance	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:bullets-renaissance	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:burglar-s-pack	container:backpack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:burglar-s-pack	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:burglar-s-pack	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:calligrapher-s-supplies	container:tool-roll	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:calligrapher-s-supplies	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:calligrapher-s-supplies	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:caltrops-bag-of-20	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:caltrops-bag-of-20	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cannon	container:crate	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cannon	container:cart	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cannonball	container:crate	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cannonball	container:cart	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:carpenter-s-tools	container:tool-roll	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:carpenter-s-tools	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:carpenter-s-tools	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cartographer-s-tools	container:tool-roll	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cartographer-s-tools	container:scroll-tube	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cartographer-s-tools	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:catapult-munition	container:crate	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:catapult-munition	container:cart	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:catchpole	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:catchpole	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:catchpole	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-flail	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-flail	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-flail	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-hammer	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-hammer	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-hammer	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-pick	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-pick	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cavalry-pick	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:censer	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:censer	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain	container:sack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-10-feet	container:sack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-10-feet	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-10-feet	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-mail	container:crate	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-mail	container:cart	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-shirt	container:chest	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-shirt	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chain-shirt	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chakram	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chakram	container:weapon-rack	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chakram	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chalk-1-piece	container:pocket	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:chalk-1-piece	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:claymore	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:claymore	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:claymore	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:climber-s-kit	container:backpack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:climber-s-kit	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:clothes	container:bundle	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:clothes	container:sack	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:clothes	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:clothes	container:crate	1	4.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:club	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:club	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:club	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cobbler-s-tools	container:tool-roll	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cobbler-s-tools	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cobbler-s-tools	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:composite-longbow	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:composite-longbow	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:composite-longbow	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:composite-shortbow	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:composite-shortbow	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:composite-shortbow	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:concealed-blade	container:pocket	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:concealed-blade	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:concealed-blade	container:weapon-rack	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cook-s-utensils	container:chest	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:cook-s-utensils	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crampons	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crampons	container:sack	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crampons	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-hand	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-hand	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-heavy	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-heavy	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-heavy	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-light	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-light	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crossbow-light	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crowbar	container:sack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crowbar	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crystal	container:pocket	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crystal	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:crystal	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dagger	container:pocket	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dagger	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dagger	container:weapon-rack	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dagger	container:crate	1	4.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dart	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dart	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dice-set	container:pocket	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dice-set	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dice-set	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:diplomat-s-pack	container:backpack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:diplomat-s-pack	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:diplomat-s-pack	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:disguise-kit	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:disguise-kit	container:tool-roll	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:disguise-kit	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-blade	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-blade	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-blade	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-spear	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-spear	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-spear	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-barrel-shotgun	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-barrel-shotgun	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-barrel-shotgun	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-bladed-scimitar	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-bladed-scimitar	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:double-bladed-scimitar	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-pistol	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-pistol	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-rifle	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-rifle	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-rifle	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-shot	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragon-shot	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragonchess-set	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dragonchess-set	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:drum	container:satchel	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:drum	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:drum	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dulcimer	container:chest	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dulcimer	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dungeoneer-s-pack	container:backpack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dungeoneer-s-pack	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:dungeoneer-s-pack	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:elite-rapier	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:elite-rapier	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:emblem	container:pocket	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:emblem	container:pouch	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:emblem	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:energy-cell	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:energy-cell	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:entertainer-s-pack	container:backpack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:entertainer-s-pack	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:entertainer-s-pack	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:explorer-s-pack	container:backpack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:explorer-s-pack	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:explorer-s-pack	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:feed-per-day	container:sack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:feed-per-day	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:feed-per-day	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:fighting-chain	container:bundle	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:fighting-chain	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:firearm-bullets	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:firearm-bullets	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flail	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flail	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flail	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flame-bellows	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flame-bellows	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flame-bellows	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flare-gun	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flare-gun	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flare	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flare	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flute	container:pouch	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flute	container:satchel	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:flute	container:chest	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:forgery-kit	container:tool-roll	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:forgery-kit	container:chest	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:forgery-kit	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:gatling-gun	container:crate	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:gatling-gun	container:cart	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:gladiator-net	container:bundle	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:gladiator-net	container:sack	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:gladiator-net	container:crate	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:glaive	container:weapon-rack	1	1.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:glaive	container:crate	1	2.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:glaive	container:cart	1	3.0	Migrated from Allowed_Containers
ITEM_CONTAINER	item:object:glassblower-s-tools	container:chest	1	1.0	Migrated from Allowed_Containers
